Date,Close,High,Low
2023-01-03,36.65,36.75,34.3
2023-01-04,37.2,39.2,36.9
2023-01-05,36.8,37.8,36.75
2023-01-06,36.5,37.0,36.4
2023-01-09,36.6,37.3,36.55
2023-01-10,37.0,37.6,36.85
2023-01-11,37.0,37.8,37.0
2023-01-12,36.35,37.35,36.35
2023-01-13,35.65,37.0,35.65
2023-01-16,35.95,35.95,35.55
2023-01-17,36.1,36.4,36.0
2023-01-30,38.4,38.45,37.35
2023-01-31,38.2,38.95,38.15
2023-02-01,38.3,38.65,37.8
2023-02-02,38.9,38.9,38.15
2023-02-03,38.3,39.8,38.3
2023-02-06,40.8,41.8,38.75
2023-02-07,42.65,43.0,40.45
2023-02-08,46.9,46.9,43.45
2023-02-09,49.75,50.5,47.0
2023-02-10,48.4,49.95,47.85
2023-02-13,48.4,49.6,47.2
2023-02-14,47.3,49.0,47.05
2023-02-15,47.75,49.8,47.65
2023-02-16,48.15,48.35,47.2
2023-02-17,50.1,50.2,47.5
2023-02-20,49.3,50.8,49.15
2023-02-21,51.0,52.1,48.8
2023-02-22,54.0,54.6,50.1
2023-02-23,54.8,55.8,53.3
2023-02-24,54.0,56.2,53.5
2023-03-01,53.1,54.7,52.8
2023-03-02,58.4,58.4,53.3
2023-03-03,58.3,61.5,57.6
2023-03-06,64.1,64.1,59.7
2023-03-07,65.5,66.0,64.2
2023-03-08,68.9,70.5,65.0
2023-03-09,67.7,69.4,66.6
2023-03-10,65.9,67.5,64.5
2023-03-13,66.1,70.0,65.7
2023-03-14,67.7,69.3,65.0
2023-03-15,67.7,70.5,67.3
2023-03-16,69.2,69.4,66.4
2023-03-17,68.4,70.8,68.2
2023-03-20,70.8,70.8,68.1
2023-03-21,71.9,77.3,71.5
2023-03-22,69.5,74.8,69.5
2023-03-23,68.7,70.8,68.5
2023-03-24,67.4,69.1,66.3
2023-03-27,70.5,72.5,67.9
2023-03-28,71.9,72.0,68.8
2023-03-29,69.5,73.7,69.3
2023-03-30,70.3,70.4,68.9
2023-03-31,77.3,77.3,70.3
2023-04-06,82.1,82.1,78.0
2023-04-07,80.4,83.3,80.0
2023-04-10,79.8,82.5,79.8
2023-04-11,83.8,84.7,79.5
2023-04-12,83.1,85.5,83.1
2023-04-13,86.3,91.2,84.2
2023-04-14,94.9,94.9,86.0
2023-04-17,97.8,101.5,95.8
2023-04-18,96.5,99.9,93.3
2023-04-19,99.6,103.0,97.5
2023-04-20,95.4,102.5,95.0
2023-04-21,93.2,96.8,91.3
2023-04-24,93.6,95.9,91.5
2023-04-25,86.6,94.6,85.7
2023-04-26,90.5,90.9,85.2
2023-04-27,91.2,91.8,88.7
2023-04-28,95.7,95.8,92.2
2023-05-02,96.2,96.3,94.7
2023-05-03,94.4,97.0,94.4
2023-05-04,95.9,95.9,93.0
2023-05-05,95.5,96.6,94.1
2023-05-08,98.3,98.5,95.8
2023-05-09,97.5,99.0,95.0
2023-05-10,91.1,97.1,89.3
2023-05-11,91.8,96.2,91.5
2023-05-12,97.3,97.3,89.7
2023-05-15,96.8,101.0,96.3
2023-05-16,96.0,99.4,96.0
2023-05-17,105.5,105.5,99.5
2023-05-18,116.0,116.0,107.5
2023-05-19,113.0,120.5,110.5
2023-05-22,113.0,118.0,111.0
2023-05-23,113.0,116.5,112.0
2023-05-24,114.0,116.0,111.5
2023-05-25,117.0,118.5,112.5
2023-05-26,112.5,119.0,112.0
2023-05-29,123.5,123.5,113.5
2023-05-30,119.5,125.0,118.0
2023-05-31,124.5,125.0,120.5
2023-06-01,124.5,131.5,123.0
2023-06-02,124.5,129.5,124.5
2023-06-05,131.0,136.5,127.5
2023-06-06,129.0,135.5,128.0
2023-06-07,129.0,133.5,128.5
