Date,Close,High,Low
2023-01-03,90.5,92.0,89.9
2023-01-04,90.3,90.3,89.6
2023-01-05,90.3,90.5,90.1
2023-01-06,90.3,90.3,89.0
2023-01-09,91.0,91.8,90.4
2023-01-10,90.0,91.3,89.0
2023-01-11,90.5,90.5,89.1
2023-01-12,90.0,90.0,88.8
2023-01-13,89.4,90.0,89.2
2023-01-16,89.4,89.4,88.6
2023-01-17,89.4,89.9,89.2
2023-01-30,88.9,90.0,88.6
2023-01-31,88.9,89.7,88.0
2023-02-01,88.9,89.3,88.0
2023-02-02,88.6,88.9,88.1
2023-02-03,89.0,89.0,88.6
2023-02-06,89.2,90.0,89.0
2023-02-07,89.8,90.0,89.0
2023-02-08,89.9,90.0,89.4
2023-02-09,88.2,88.7,85.6
2023-02-10,86.4,87.5,85.8
2023-02-13,87.0,87.0,86.0
2023-02-14,87.3,87.8,86.9
2023-02-15,87.4,88.0,87.1
2023-02-16,87.5,87.5,87.0
2023-02-17,86.6,86.9,86.5
2023-02-20,88.9,88.9,86.9
2023-02-21,89.9,89.9,88.1
2023-02-22,89.8,89.8,88.6
2023-02-23,90.3,90.3,89.7
2023-02-24,90.6,90.7,89.9
2023-03-01,92.7,93.6,90.7
2023-03-02,92.5,92.9,92.1
2023-03-03,92.8,93.0,92.5
2023-03-06,92.9,93.5,92.8
2023-03-07,93.5,93.5,92.9
2023-03-08,93.5,93.5,92.8
2023-03-09,102.5,102.5,99.8
2023-03-10,99.1,105.5,97.0
2023-03-13,103.0,103.0,96.8
2023-03-14,103.0,103.0,100.0
2023-03-15,101.0,105.5,100.0
2023-03-16,102.0,102.5,100.0
2023-03-17,103.0,103.5,101.0
2023-03-20,102.5,103.0,101.5
2023-03-21,106.0,110.0,103.0
2023-03-22,108.0,108.5,105.5
2023-03-23,111.0,112.0,107.5
2023-03-24,110.0,113.0,109.5
2023-03-27,111.0,111.0,107.5
2023-03-28,109.0,110.0,108.0
2023-03-29,112.0,112.5,108.0
2023-03-30,111.0,112.5,109.0
2023-03-31,111.5,112.0,109.0
2023-04-06,112.0,112.0,110.0
2023-04-07,112.5,112.5,111.0
2023-04-10,113.5,115.0,112.5
2023-04-11,114.5,115.5,114.0
2023-04-12,119.0,120.0,115.5
2023-04-13,122.0,127.0,118.0
2023-04-14,122.0,126.5,122.0
2023-04-17,128.0,131.0,123.0
2023-04-18,128.0,133.0,127.5
2023-04-19,128.0,131.0,128.0
2023-04-20,123.0,129.5,122.5
2023-04-21,118.0,124.5,117.0
2023-04-24,120.5,122.0,118.0
2023-04-25,121.5,124.5,120.0
2023-04-26,122.5,124.0,120.0
2023-04-27,129.0,131.5,123.5
2023-04-28,127.5,131.5,126.5
2023-05-02,127.0,128.5,126.5
2023-05-03,127.5,128.0,126.5
2023-05-04,124.5,126.5,124.5
2023-05-05,128.0,128.5,124.0
2023-05-08,131.5,131.5,127.0
2023-05-09,118.5,127.0,118.5
2023-05-10,115.0,118.5,113.0
2023-05-11,112.0,115.5,108.5
2023-05-12,115.0,116.5,112.5
2023-05-15,112.0,116.0,111.0
2023-05-16,111.5,113.5,109.5
2023-05-17,114.0,114.5,111.5
2023-05-18,115.0,116.5,113.5
2023-05-19,115.0,117.0,115.0
2023-05-22,115.0,115.5,113.0
2023-05-23,118.0,118.0,115.0
2023-05-24,116.0,118.0,114.0
2023-05-25,116.0,118.0,115.0
2023-05-26,114.5,116.5,114.5
2023-05-29,117.5,120.0,115.0
2023-05-30,117.0,118.0,116.0
2023-05-31,118.0,119.0,118.0
2023-06-01,118.0,118.5,117.0
2023-06-02,118.5,119.5,118.0
2023-06-05,117.5,118.5,117.0
2023-06-06,116.5,117.5,116.0
2023-06-07,119.0,119.5,116.5
2023-06-08,116.0,118.5,116.0
2023-06-09,126.5,127.5,123.0
2023-06-12,123.0,127.0,119.0
2023-06-13,125.0,125.0,122.5
2023-06-14,125.0,126.5,124.0
2023-06-15,125.0,126.5,124.5
2023-06-16,126.0,127.0,122.0
2023-06-19,126.5,128.0,124.0
2023-06-20,125.0,126.0,124.5
2023-06-21,125.0,126.0,123.0
2023-06-26,124.0,125.5,123.5
2023-06-27,122.0,124.0,121.0
2023-06-28,130.0,134.0,123.5
2023-06-29,130.5,138.5,128.0
2023-06-30,130.0,133.0,129.0
2023-07-03,134.5,139.5,132.0
2023-07-04,136.0,138.0,135.0
2023-07-05,137.0,138.0,135.5
2023-07-06,137.0,139.5,135.0
