Date,Close,High,Low
2023-01-03,33.95,33.95,33.65
2023-01-04,33.7,33.7,33.7
2023-01-05,33.7,33.8,33.7
2023-01-06,33.65,33.7,33.5
2023-01-09,33.7,33.8,33.65
2023-01-10,33.6,33.7,33.45
2023-01-11,33.6,33.7,33.5
2023-01-12,33.55,33.65,33.55
2023-01-13,33.55,33.6,33.4
2023-01-16,33.8,33.9,33.55
2023-01-17,33.9,33.95,33.75
2023-01-30,33.9,34.2,33.9
2023-01-31,34.1,34.15,34.05
2023-02-01,34.9,34.9,34.1
2023-02-02,35.1,35.3,34.9
2023-02-03,35.25,35.25,34.8
2023-02-06,35.5,35.7,35.25
2023-02-07,36.05,36.1,35.45
2023-02-08,35.65,36.0,35.45
2023-02-09,35.4,35.45,35.3
2023-02-10,35.5,35.5,35.1
2023-02-13,35.2,35.4,35.15
2023-02-14,35.1,35.5,35.0
2023-02-15,34.8,35.35,34.8
2023-02-16,35.0,35.1,34.8
2023-02-17,35.1,35.1,34.8
2023-02-20,35.0,35.1,34.6
2023-02-21,35.0,35.05,34.75
2023-02-22,35.0,35.15,34.6
2023-02-23,35.25,35.9,35.0
2023-02-24,35.1,35.4,35.05
2023-03-01,35.0,35.15,34.85
2023-03-02,35.0,35.1,34.9
2023-03-03,35.0,35.0,34.95
2023-03-06,35.15,35.15,35.0
2023-03-07,35.35,35.4,35.1
2023-03-08,35.3,35.35,35.05
2023-03-09,35.3,35.35,35.2
2023-03-10,35.0,35.1,34.8
2023-03-13,34.9,34.9,34.2
2023-03-14,34.65,35.0,34.55
2023-03-15,35.0,35.0,34.65
2023-03-16,34.85,34.9,34.65
2023-03-17,34.95,34.95,34.7
2023-03-20,34.7,34.8,34.65
2023-03-21,34.75,34.85,34.7
2023-03-22,34.85,34.85,34.7
2023-03-23,35.1,35.4,34.9
2023-03-24,35.2,35.3,34.9
2023-03-27,35.4,35.5,35.2
2023-03-28,35.6,36.0,35.5
2023-03-29,35.5,36.05,35.5
2023-03-30,35.8,36.0,35.5
2023-03-31,36.0,36.1,35.6
2023-04-06,35.85,35.85,35.6
2023-04-07,35.8,35.85,35.8
2023-04-10,35.8,35.9,35.8
2023-04-11,35.6,36.0,35.6
2023-04-12,35.5,35.6,35.3
2023-04-13,35.3,35.5,35.3
2023-04-14,35.3,35.35,35.2
2023-04-17,35.9,36.0,35.3
2023-04-18,35.5,36.0,35.5
2023-04-19,35.25,35.35,35.2
2023-04-20,35.2,35.45,35.2
2023-04-21,35.05,35.3,35.0
2023-04-24,35.2,35.3,35.2
2023-04-25,35.05,35.5,34.95
2023-04-26,35.1,35.2,35.0
2023-04-27,35.5,35.9,35.25
2023-04-28,35.3,35.55,35.0
2023-05-02,37.75,38.4,36.1
2023-05-03,36.95,39.8,36.95
2023-05-04,37.65,38.0,36.5
2023-05-05,37.7,38.1,37.3
2023-05-08,36.95,37.95,36.95
2023-05-09,36.0,36.95,35.85
2023-05-10,36.15,36.8,36.05
2023-05-11,35.65,35.75,35.2
2023-05-12,35.6,35.8,35.6
2023-05-15,35.6,35.9,35.6
2023-05-16,35.9,36.45,35.7
2023-05-17,36.25,36.65,36.0
2023-05-18,36.75,36.9,36.3
2023-05-19,36.5,37.1,36.15
2023-05-22,36.2,36.3,36.2
2023-05-23,36.4,36.5,35.9
2023-05-24,36.65,36.65,36.2
2023-05-25,36.75,36.85,36.65
2023-05-26,36.5,36.8,36.45
2023-05-29,36.45,36.5,36.3
2023-05-30,36.15,36.45,36.1
2023-05-31,36.1,36.35,36.05
2023-06-01,36.35,36.65,36.2
2023-06-02,36.35,36.45,36.35
2023-06-05,36.55,36.6,36.1
2023-06-06,36.65,36.7,36.55
2023-06-07,36.5,36.65,36.3
2023-06-08,36.6,36.65,36.4
2023-06-09,36.95,36.95,36.6
2023-06-12,35.1,35.3,35.05
2023-06-13,35.15,35.2,35.0
2023-06-14,35.2,35.25,35.05
2023-06-15,35.3,35.4,35.1
2023-06-16,35.25,35.3,35.15
2023-06-19,35.05,35.2,34.9
2023-06-20,35.1,35.2,35.0
2023-06-21,35.65,35.65,35.05
2023-06-26,35.4,35.65,35.25
2023-06-27,35.05,35.35,35.0
