Date,Close,High,Low
2023-01-03,8.98,9.02,8.87
2023-01-04,8.95,9.0,8.93
2023-01-05,8.99,9.06,8.95
2023-01-06,8.86,8.99,8.83
2023-01-09,8.86,9.0,8.83
2023-01-10,8.88,9.0,8.84
2023-01-11,8.92,8.95,8.86
2023-01-12,8.84,8.92,8.77
2023-01-13,8.84,8.88,8.81
2023-01-16,8.81,8.89,8.76
2023-01-17,8.88,8.91,8.83
2023-01-30,8.96,9.01,8.89
2023-01-31,8.92,8.98,8.87
2023-02-01,8.94,8.97,8.88
2023-02-02,9.06,9.09,8.92
2023-02-03,9.05,9.06,8.99
2023-02-06,9.06,9.1,9.02
2023-02-07,9.06,9.08,9.01
2023-02-08,9.06,9.08,9.03
2023-02-09,9.06,9.07,9.01
2023-02-10,8.92,9.06,8.91
2023-02-13,8.98,9.0,8.88
2023-02-14,8.98,9.02,8.93
2023-02-15,9.22,9.86,9.21
2023-02-16,9.21,9.23,9.06
2023-02-17,9.13,9.21,9.13
2023-02-20,9.19,9.26,9.15
2023-02-21,9.17,9.2,9.0
2023-02-22,9.18,9.2,9.03
2023-02-23,9.2,9.26,9.15
2023-02-24,9.17,9.22,9.15
2023-03-01,9.18,9.35,9.15
2023-03-02,9.2,9.23,9.14
2023-03-03,9.23,9.34,9.2
2023-03-06,9.65,9.75,9.23
2023-03-07,9.67,9.78,9.63
2023-03-08,9.67,9.8,9.58
2023-03-09,9.87,10.25,9.66
2023-03-10,9.69,9.86,9.61
2023-03-13,10.0,10.05,9.63
2023-03-14,9.92,10.0,9.9
2023-03-15,9.88,9.99,9.86
2023-03-16,9.82,9.9,9.75
2023-03-17,9.82,9.9,9.82
2023-03-20,9.88,9.94,9.8
2023-03-21,9.91,9.96,9.88
2023-03-22,9.97,10.0,9.9
2023-03-23,9.9,9.99,9.9
2023-03-24,9.93,9.97,9.9
2023-03-27,10.0,10.0,9.93
2023-03-28,9.92,9.99,9.92
2023-03-29,9.96,9.99,9.9
2023-03-30,9.93,9.98,9.9
2023-03-31,9.84,9.97,9.82
2023-04-06,9.83,10.3,9.82
2023-04-07,9.77,9.9,9.77
2023-04-10,9.72,9.78,9.69
2023-04-11,9.74,9.88,9.69
2023-04-12,9.76,9.86,9.74
2023-04-13,9.78,9.89,9.66
2023-04-14,9.78,9.94,9.75
2023-04-17,9.78,9.85,9.72
2023-04-18,9.78,9.88,9.75
2023-04-19,9.75,9.8,9.75
2023-04-20,9.9,9.95,9.68
2023-04-21,9.86,9.9,9.5
2023-04-24,9.85,10.0,9.52
2023-04-25,9.66,9.72,9.63
2023-04-26,9.6,9.62,9.5
2023-04-27,9.6,9.62,9.6
2023-04-28,9.65,9.67,9.64
2023-05-02,9.58,9.7,9.58
2023-05-03,9.57,9.73,9.5
2023-05-04,9.79,9.8,9.58
2023-05-05,9.82,9.9,9.63
2023-05-08,9.82,9.82,9.75
2023-05-09,9.82,9.88,9.73
2023-05-10,9.79,9.93,9.7
2023-05-11,9.76,9.79,9.58
2023-05-12,9.52,9.7,9.5
2023-05-15,9.47,9.5,9.43
2023-05-16,9.45,9.5,9.39
2023-05-17,9.5,9.53,9.35
2023-05-18,9.71,9.74,9.5
2023-05-19,9.72,9.73,9.59
2023-05-22,9.9,9.99,9.7
2023-05-23,10.05,10.15,9.9
2023-05-24,10.0,10.15,9.97
2023-05-25,10.05,10.05,10.0
2023-05-26,10.0,10.1,9.97
2023-05-29,10.25,10.4,9.98
2023-05-30,10.3,10.4,10.0
2023-05-31,10.25,10.3,10.2
2023-06-01,10.2,10.4,10.2
2023-06-02,10.25,10.4,10.15
2023-06-05,10.3,10.3,10.05
2023-06-06,10.3,10.35,10.15
2023-06-07,10.4,10.4,10.2
2023-06-08,10.35,10.45,10.25
2023-06-09,10.2,10.35,10.2
2023-06-12,10.2,10.2,10.1
2023-06-13,10.4,10.6,10.15
2023-06-14,10.35,10.4,10.25
2023-06-15,11.35,11.35,10.45
2023-06-16,11.2,11.9,10.8
2023-06-19,10.6,11.1,10.45
2023-06-20,10.75,10.8,10.5
2023-06-21,10.7,10.8,10.6
2023-06-26,10.55,10.7,10.5
2023-06-27,10.5,10.85,10.4
2023-06-28,10.75,10.8,10.5
2023-06-29,10.45,10.7,10.3
2023-06-30,10.55,10.55,10.2
2023-07-03,10.4,10.5,10.3
2023-07-04,10.45,10.5,10.25
2023-07-05,10.4,10.5,10.3
2023-07-06,10.2,10.4,10.2
2023-07-07,10.4,10.5,10.2
2023-07-10,11.4,11.4,10.4
2023-07-11,10.9,12.0,10.4
2023-07-12,10.35,10.75,10.2
2023-07-13,10.35,10.6,10.25
2023-07-14,10.4,10.5,10.3
2023-07-17,10.4,10.6,10.2
2023-07-18,10.3,10.65,10.15
2023-07-19,10.4,10.4,10.2
2023-07-20,10.4,10.4,10.3
2023-07-21,10.4,10.4,10.2
2023-07-24,10.4,10.4,10.3
2023-07-25,10.35,10.5,10.25
2023-07-26,10.25,10.3,10.2
2023-07-27,10.25,10.45,10.2
2023-07-28,10.2,10.35,10.2
2023-07-31,10.2,10.4,10.2
2023-08-01,10.55,10.9,10.0
2023-08-02,10.6,11.3,10.45
2023-08-04,10.7,10.7,10.15
2023-08-07,10.4,10.6,10.4
2023-08-08,10.3,10.4,10.2
2023-08-09,10.3,10.3,10.1
2023-08-10,10.3,10.35,10.0
2023-08-11,10.0,10.1,10.0
2023-08-14,9.96,10.0,9.81
2023-08-15,10.05,10.1,9.95
2023-08-16,10.0,10.05,9.99
2023-08-17,10.0,10.15,10.0
2023-08-18,10.0,10.05,9.96
2023-08-21,9.92,10.0,9.91
2023-08-22,10.0,10.0,9.9
2023-08-23,9.95,9.95,9.89
2023-08-24,9.95,10.0,9.92
2023-08-25,9.95,9.95,9.9
2023-08-28,9.9,9.92,9.9
2023-08-29,10.0,10.0,9.85
2023-08-30,9.97,9.98,9.93
2023-08-31,9.89,10.0,9.89
2023-09-01,9.86,9.88,9.81
2023-09-04,9.9,9.9,9.83
2023-09-05,9.88,9.91,9.8
2023-09-06,9.83,9.89,9.69
2023-09-07,9.8,9.88,9.8
2023-09-08,9.7,9.8,9.7
2023-09-11,9.5,10.3,9.5
2023-09-12,9.6,9.74,9.5
2023-09-13,9.86,9.9,9.5
2023-09-14,9.93,9.96,9.6
2023-09-15,9.84,9.84,9.72
2023-09-18,9.78,9.8,9.7
2023-09-19,9.8,9.83,9.6
2023-09-20,9.68,9.84,9.6
2023-09-21,9.6,9.61,9.5
2023-09-22,9.67,9.67,9.55
2023-09-25,9.63,9.68,9.62
2023-09-26,9.79,9.8,9.63
2023-09-27,9.67,9.8,9.67
2023-09-28,9.95,10.1,9.77
2023-10-02,9.93,10.0,9.85
2023-10-03,9.88,10.0,9.88
2023-10-04,9.64,9.64,9.61
2023-10-05,9.67,9.67,9.65
2023-10-06,9.62,9.85,9.62
2023-10-11,9.74,9.79,9.5
2023-10-12,9.91,9.94,9.73
2023-10-13,9.89,9.9,9.69
2023-10-16,9.87,9.91,9.71
2023-10-17,9.72,9.99,9.72
2023-10-18,9.68,9.72,9.61
2023-10-19,9.63,9.7,9.61
2023-10-20,9.56,9.63,9.54
2023-10-23,9.57,9.61,9.57
2023-10-24,9.7,9.7,9.52
