Date,Close,High,Low
2023-01-03,23.65,23.7,23.35
2023-01-04,23.75,23.8,23.6
2023-01-05,24.0,24.1,23.7
2023-01-06,24.1,24.1,23.9
2023-01-09,24.4,24.4,24.15
2023-01-10,24.0,24.5,24.0
2023-01-11,24.1,24.2,24.0
2023-01-12,24.0,24.1,23.9
2023-01-13,24.05,24.25,23.95
2023-01-16,24.15,24.2,24.0
2023-01-17,24.5,24.5,24.15
2023-01-30,24.85,24.85,24.35
2023-01-31,24.95,25.1,24.45
2023-02-01,25.0,25.0,24.45
2023-02-02,24.95,25.05,24.75
2023-02-03,24.7,24.9,24.65
2023-02-06,25.0,25.15,24.8
2023-02-07,25.25,25.25,24.9
2023-02-08,25.45,25.5,25.25
2023-02-09,25.55,25.55,25.2
2023-02-10,25.15,25.5,25.15
2023-02-13,25.35,25.45,24.95
2023-02-14,25.35,25.55,25.25
2023-02-15,25.45,25.5,25.25
2023-02-16,25.65,25.8,25.35
2023-02-17,25.75,25.75,25.5
2023-02-20,25.7,25.7,25.55
2023-02-21,25.6,25.7,25.45
2023-02-22,25.8,25.8,25.3
2023-02-23,25.85,25.95,25.75
2023-02-24,25.35,25.85,25.35
2023-03-01,25.5,25.65,25.25
2023-03-02,25.7,25.8,25.3
2023-03-03,25.65,25.85,25.6
2023-03-06,25.7,25.75,25.5
2023-03-07,25.85,25.85,25.65
2023-03-08,25.9,25.9,25.6
2023-03-09,25.85,25.9,25.7
2023-03-10,25.8,25.9,25.5
2023-03-13,25.7,25.9,25.3
2023-03-14,25.5,25.75,25.15
2023-03-15,25.7,25.85,25.5
2023-03-16,25.85,26.0,25.55
2023-03-17,27.0,27.0,25.85
2023-03-20,27.05,27.1,26.55
2023-03-21,27.3,27.35,26.95
2023-03-22,27.75,28.0,27.45
2023-03-23,27.95,27.95,27.6
2023-03-24,28.0,28.05,27.8
2023-03-27,27.95,28.1,27.85
2023-03-28,27.75,27.95,27.5
2023-03-29,28.3,28.3,27.85
2023-03-30,28.4,28.55,28.15
2023-03-31,28.15,28.6,28.15
2023-04-06,28.5,28.5,27.9
2023-04-07,28.35,28.65,28.2
2023-04-10,28.25,28.45,28.0
2023-04-11,28.95,28.95,28.3
2023-04-12,29.15,29.2,28.95
2023-04-13,29.0,29.15,28.9
2023-04-14,28.95,29.0,28.5
2023-04-17,29.4,29.4,28.85
2023-04-18,29.3,29.5,29.1
2023-04-19,29.8,30.15,29.35
2023-04-20,29.7,30.0,29.45
2023-04-21,29.9,30.0,29.55
2023-04-24,29.4,29.9,29.4
2023-04-25,29.0,29.65,28.9
2023-04-26,29.5,29.5,28.85
2023-04-27,29.55,29.85,29.15
2023-04-28,30.25,30.35,29.65
2023-05-02,30.65,30.7,30.25
2023-05-03,30.75,30.8,30.45
2023-05-04,30.35,30.65,29.9
2023-05-05,28.2,30.1,28.05
2023-05-08,28.9,29.0,28.45
2023-05-09,29.3,29.35,28.7
2023-05-10,29.3,29.35,28.75
2023-05-11,29.6,29.8,29.2
2023-05-12,30.2,30.35,29.45
2023-05-15,29.6,30.25,29.35
2023-05-16,29.85,30.0,29.65
2023-05-17,30.05,30.1,29.6
2023-05-18,30.1,30.2,29.85
2023-05-19,30.7,30.7,30.1
2023-05-22,30.95,31.1,30.7
2023-05-23,30.75,31.0,30.55
2023-05-24,30.8,30.85,30.15
2023-05-25,30.95,30.95,30.4
2023-05-26,30.95,31.0,30.6
2023-05-29,31.05,31.1,30.8
2023-05-30,31.0,31.2,30.7
2023-05-31,30.85,30.9,30.55
