Date,Close,High,Low
2023-01-03,138.0,138.5,134.5
2023-01-04,138.0,138.5,136.5
2023-01-05,142.5,143.5,137.0
2023-01-06,144.5,144.5,141.0
2023-01-09,143.0,147.5,140.5
2023-01-10,143.0,145.5,142.5
2023-01-11,140.0,143.0,139.0
2023-01-12,140.0,141.5,139.0
2023-01-13,138.0,142.5,138.0
2023-01-16,139.5,139.5,136.5
2023-01-17,138.5,140.5,138.5
2023-01-30,143.5,145.5,142.0
2023-01-31,148.0,149.0,144.0
2023-02-01,151.0,151.5,147.0
2023-02-02,151.5,153.0,150.0
2023-02-03,152.5,155.5,150.5
2023-02-06,150.0,155.0,150.0
2023-02-07,151.5,152.0,149.0
2023-02-08,151.5,153.5,150.5
2023-02-09,156.5,161.5,151.5
2023-02-10,154.5,159.5,153.0
2023-02-13,154.5,156.0,153.0
2023-02-14,152.5,157.0,152.0
2023-02-15,154.0,156.0,151.5
2023-02-16,156.0,157.0,155.0
2023-02-17,157.5,163.0,155.5
2023-02-20,159.0,163.0,158.5
2023-02-21,158.0,160.0,157.0
2023-02-22,152.0,156.0,152.0
2023-02-23,154.0,154.5,153.0
2023-02-24,153.0,155.5,152.0
2023-03-01,151.0,152.0,150.5
2023-03-02,151.5,153.0,151.0
2023-03-03,151.5,153.0,151.0
2023-03-06,152.5,154.0,152.0
2023-03-07,163.5,166.5,153.0
2023-03-08,166.0,168.5,163.0
2023-03-09,166.0,167.0,163.5
2023-03-10,164.0,166.0,163.5
2023-03-13,160.0,164.5,156.5
2023-03-14,157.0,161.5,156.5
2023-03-15,161.5,165.5,159.0
2023-03-16,155.5,163.0,155.0
2023-03-17,159.0,160.5,156.5
2023-03-20,159.5,161.0,158.0
2023-03-21,162.0,163.5,160.5
2023-03-22,162.0,165.5,162.0
2023-03-23,162.0,164.5,160.5
2023-03-24,165.5,168.5,163.5
2023-03-27,157.0,159.5,150.0
2023-03-28,153.5,157.0,152.0
2023-03-29,154.5,155.0,152.5
2023-03-30,151.0,155.0,151.0
2023-03-31,152.0,153.0,151.5
2023-04-06,153.0,153.5,150.0
2023-04-07,151.5,153.5,151.0
2023-04-10,153.5,153.5,152.0
2023-04-11,153.5,154.5,153.0
2023-04-12,153.0,155.0,152.5
2023-04-13,154.0,157.5,153.0
2023-04-14,153.5,156.0,153.5
2023-04-17,153.5,156.0,153.0
2023-04-18,154.0,155.0,153.5
2023-04-19,155.0,156.0,151.0
2023-04-20,150.0,154.5,150.0
2023-04-21,142.5,150.5,142.5
2023-04-24,143.0,144.0,141.0
2023-04-25,140.5,143.5,139.0
2023-04-26,143.5,143.5,140.0
2023-04-27,141.0,143.5,140.0
2023-04-28,141.0,143.5,141.0
2023-05-02,141.5,144.0,139.0
2023-05-03,144.5,145.0,140.5
2023-05-04,143.0,144.5,142.0
2023-05-05,144.0,144.5,143.0
2023-05-08,143.0,145.5,143.0
2023-05-09,140.5,144.0,140.0
2023-05-10,143.5,144.0,137.5
2023-05-11,140.5,144.5,140.0
2023-05-12,143.5,144.0,140.0
2023-05-15,142.0,143.0,140.5
2023-05-16,144.5,147.0,143.5
2023-05-17,148.0,149.5,145.0
2023-05-18,146.5,149.0,146.0
2023-05-19,146.0,148.0,145.5
2023-05-22,147.0,148.5,145.5
2023-05-23,148.5,151.5,147.5
2023-05-24,149.0,151.0,147.5
2023-05-25,149.0,150.5,149.0
2023-05-26,146.5,150.5,146.5
2023-05-29,148.5,149.5,147.5
2023-05-30,151.5,155.0,150.5
2023-05-31,153.5,154.0,152.5
2023-06-01,153.5,156.0,152.0
2023-06-02,154.5,156.0,153.0
2023-06-05,154.0,155.5,153.5
2023-06-06,151.5,155.5,151.0
2023-06-07,152.0,153.0,151.0
2023-06-08,151.5,154.0,151.5
2023-06-09,153.0,155.5,152.5
2023-06-12,154.5,157.0,154.0
2023-06-13,156.0,156.0,154.5
2023-06-14,154.0,159.0,153.5
2023-06-15,151.5,154.0,151.0
2023-06-16,151.5,152.0,150.0
2023-06-19,149.0,152.0,148.5
2023-06-20,147.0,149.0,147.0
2023-06-21,151.0,153.0,147.0
2023-06-26,147.5,149.0,147.0
2023-06-27,144.0,148.0,144.0
2023-06-28,144.0,146.0,143.5
2023-06-29,145.0,146.5,144.0
2023-06-30,145.5,148.0,144.5
2023-07-03,147.5,149.0,145.5
2023-07-04,148.0,149.5,147.5
2023-07-05,147.5,149.5,147.5
2023-07-06,148.0,150.5,147.0
2023-07-07,145.5,148.0,144.5
2023-07-10,147.0,150.0,145.0
2023-07-11,148.5,150.0,148.0
2023-07-12,149.5,153.0,148.5
2023-07-13,146.5,151.5,146.5
2023-07-14,148.0,148.5,147.0
2023-07-17,146.0,149.5,146.0
2023-07-18,141.0,147.0,140.5
2023-07-19,140.0,143.0,139.5
2023-07-20,139.0,141.0,138.5
2023-07-21,136.0,137.5,136.0
2023-07-24,133.0,136.0,132.5
2023-07-25,137.0,138.0,134.0
2023-07-26,138.0,139.5,136.5
2023-07-27,138.0,140.0,138.0
2023-07-28,137.5,140.5,137.5
2023-07-31,138.0,139.0,137.0
2023-08-01,140.5,141.5,138.5
2023-08-02,135.5,140.0,135.5
2023-08-04,136.5,137.0,134.5
2023-08-07,134.5,137.5,134.5
2023-08-08,133.0,136.0,133.0
2023-08-09,135.0,135.5,133.0
2023-08-10,127.0,131.5,127.0
2023-08-11,125.5,128.0,125.5
2023-08-14,120.0,124.0,117.5
2023-08-15,124.0,124.0,121.0
2023-08-16,126.0,127.0,122.0
2023-08-17,127.5,127.5,124.0
