Date,Close,High,Low
2023-01-03,45.3,45.34,44.41
2023-01-04,47.16,47.84,45.34
2023-01-05,46.72,48.53,46.67
2023-01-06,46.77,47.16,46.37
2023-01-09,46.91,47.35,46.47
2023-01-10,46.18,47.16,46.18
2023-01-11,45.39,45.98,44.22
2023-01-12,44.31,45.64,44.31
2023-01-13,43.82,44.8,43.82
2023-01-16,43.33,44.12,43.33
2023-01-17,43.87,44.07,43.43
2023-01-30,44.9,44.95,44.22
2023-01-31,45.93,46.23,45.2
2023-02-01,46.47,47.21,45.88
2023-02-02,46.42,47.31,46.18
2023-02-03,46.13,46.86,45.98
2023-02-06,46.18,46.77,45.98
2023-02-07,46.28,46.72,46.18
2023-02-08,46.23,46.81,46.18
2023-02-09,45.25,46.13,45.2
2023-02-10,45.15,46.18,45.15
2023-02-13,44.71,45.39,44.31
2023-02-14,44.95,45.59,44.9
2023-02-15,47.11,47.26,44.95
2023-02-16,47.11,48.43,47.11
2023-02-17,47.26,47.75,47.11
2023-02-20,47.45,47.5,46.62
2023-02-21,47.06,47.65,46.96
2023-02-22,46.52,47.55,46.37
2023-02-23,47.55,47.8,46.67
2023-02-24,46.57,47.6,46.57
2023-03-01,46.23,46.81,46.08
2023-03-02,45.79,46.67,45.64
2023-03-03,46.08,46.52,45.74
2023-03-06,47.45,47.65,46.47
2023-03-07,47.55,47.84,47.16
2023-03-08,47.75,47.94,47.26
2023-03-09,46.57,48.14,46.47
2023-03-10,45.39,46.57,45.1
2023-03-13,44.9,45.39,44.22
2023-03-14,46.52,47.06,45.05
2023-03-15,47.21,48.04,46.57
2023-03-16,46.03,48.33,45.64
2023-03-17,48.04,48.24,46.32
2023-03-20,49.12,49.71,48.24
2023-03-21,48.38,49.61,48.09
2023-03-22,47.89,48.68,47.75
2023-03-23,47.75,48.68,47.65
2023-03-24,47.8,48.33,47.35
2023-03-27,47.6,49.22,47.6
2023-03-28,46.67,47.84,46.62
2023-03-29,46.96,47.4,46.37
2023-03-30,47.99,48.58,47.7
2023-03-31,47.84,48.38,47.45
2023-04-06,49.81,50.3,47.6
2023-04-07,52.35,53.33,49.31
2023-04-10,50.79,52.55,50.59
2023-04-11,51.37,51.47,50.3
2023-04-12,53.63,54.61,51.67
2023-04-13,54.31,54.9,53.14
2023-04-14,53.82,55.39,53.43
2023-04-17,53.53,54.51,53.04
2023-04-18,53.73,56.28,53.24
2023-04-19,55.88,58.53,54.12
2023-04-20,53.82,56.37,53.53
2023-04-21,51.37,54.81,51.28
2023-04-24,52.45,52.45,51.37
2023-04-25,52.75,53.14,51.37
2023-04-26,53.82,53.82,51.57
2023-04-27,52.35,53.73,52.26
2023-04-28,53.24,53.24,52.45
2023-05-02,55.59,56.08,54.12
2023-05-03,55.59,55.79,53.82
2023-05-04,56.08,56.86,55.1
2023-05-05,54.12,56.37,54.02
2023-05-08,54.22,54.61,53.63
2023-05-09,50.39,53.24,49.81
2023-05-10,50.39,50.88,49.51
2023-05-11,47.75,50.88,47.7
2023-05-12,48.53,48.63,47.11
2023-05-15,49.12,49.41,48.58
2023-05-16,50.2,50.2,49.22
2023-05-17,50.39,50.59,49.9
2023-05-18,50.3,50.79,49.51
2023-05-19,49.31,50.59,49.22
2023-05-22,50.39,50.69,49.61
2023-05-23,50.69,50.69,49.9
2023-05-24,50.49,50.69,50.1
2023-05-25,49.71,50.49,49.61
2023-05-26,48.82,50.1,48.82
2023-05-29,50.39,50.88,49.02
2023-05-30,49.9,51.37,49.9
2023-05-31,50.88,50.88,50.0
2023-06-01,50.3,51.08,50.0
2023-06-02,50.59,51.28,50.39
2023-06-05,51.18,51.57,50.39
2023-06-06,50.49,51.37,50.2
2023-06-07,50.59,51.37,50.39
2023-06-08,50.59,51.28,50.59
2023-06-09,49.22,50.2,48.58
